transaction_id,order_date,customer_id,customer_name,country,product_id,product_category,quantity,price,payment_method,order_status
T1,2026-05-08,C222,Jean Lee,DE,P171,Books,2,147.04,PayPal,Completed
T46,2026-05-06,C289,Shane Jones,AU,P157,Electronics,3,205.33,Credit Card,Completed
T47,2026-07-20,C277,Robert Bautista,CA,P86,Electronics,3,307.33,Credit Card,Completed
T48,2026-02-23,C276,John Diaz,FR,P178,Books,1,349.14,Credit Card,Returned
T49,2026-03-29,C245,Crystal Heath,DE,P134,Books,2,466.86,Debit Card,Returned
T50,2026-03-29,C142,Stuart May,AU,P57,Clothing,1,487.95,PayPal,Completed
T51,2026-05-16,C168,Amber Hernandez,FR,P62,Sports,2,-30.30043485977543,UPI,Cancelled
T52,2026-04-12,C181,Lisa Mason,DE,P155,Clothing,5,331.38,UPI,Cancelled
T53,2026-06-22,C284,Timothy Bryant,US,P51,Books,3,288.59,UPI,Returned
T54,2025-10-20,C121,Scott Hernandez,CA,P61,Electronics,3,306.88,Debit Card,Returned
T55,2026-06-13,C264,David Lopez,IN,P27,Clothing,4,459.06,UPI,Cancelled
T56,2026-02-01,C239,Kelly Williams,UK,P78,Clothing,3,126.53,Credit Card,Cancelled
T57,2026-05-22,C98,Jennifer Terrell,IN,P59,Home,3,295.36,UPI,Cancelled
T58,2025-12-02,C161,Mrs. Jessica Ray DDS,FR,P148,Clothing,1,-90.17544165746361,UPI,Completed
T59,2025-08-27,C121,Elizabeth Smith,FR,P139,Clothing,3,322.31,PayPal,Cancelled
T60,2025-08-15,C211,Ashley Taylor,IN,P118,Books,3,228.12,PayPal,Returned
T61,2025-09-02,C90,Debra Howard,DE,P13,Home,1,75.37,PayPal,Returned
T62,2026-07-27,C263,Elizabeth Young,DE,P177,Sports,1,109.37,UPI,Cancelled
T63,2025-12-06,C220,Kevin Roberts,FR,P1,Home,5,299.06,Debit Card,Cancelled
T64,2026-02-27,C259,Daniel Bruce,FR,P151,Books,3,116.6,UPI,Cancelled
T65,2025-12-29,C161,Benjamin Wallace,US,P110,Home,4,45.14,Debit Card,Completed
T66,2025-12-13,C278,Jason Hernandez,US,P46,Sports,4,65.52,UPI,Returned
T67,2026-03-11,C115,Kristie Gonzalez,US,P62,Electronics,5,410.68,Debit Card,Completed
T68,2026-06-28,C118,Tara Hale,CA,P142,Sports,5,448.07,Credit Card,Cancelled
T69,2026-05-13,C296,Joshua Bennett,IN,P25,Sports,2,280.93,PayPal,Cancelled
T70,2025-10-27,C118,Laura Vazquez,FR,P122,Books,4,335.99,UPI,Returned
T71,2026-03-11,C215,Brian Moore,AU,P13,Home,5,450.42,PayPal,Completed
T72,2026-07-18,C175,Frank Brown,AU,P47,Clothing,1,149.47,Credit Card,Cancelled
T73,2026-02-09,C297,Tasha Garrison,DE,P28,Electronics,3,218.19,PayPal,Returned
T74,2026-02-07,C212,Suzanne Harrison,AU,P161,Books,4,239.96,Credit Card,Returned
T75,2026-04-05,C16,Juan Buchanan,CA,P54,Home,3,166.52,Credit Card,Completed
T76,2026-09-13 20:56:05.517924,C241,Christina Lee,FR,P13,Clothing,5,121.74,PayPal,Returned
T77,2025-10-15,C138,Todd Wilson,AU,P89,Clothing,3,425.23,Debit Card,Completed
T78,2025-08-18,C176,Sarah Henderson,DE,P77,Home,3,183.04,UPI,Returned
T79,2025-08-30,C138,James Marquez,US,P164,Books,3,487.16,Credit Card,Cancelled
T80,2025-09-21,C129,Corey Fry,US,P64,Books,4,312.26,UPI,Completed
T81,2026-04-22,C93,James Li,FR,P35,Sports,4,333.77,Debit Card,Completed
T82,2026-03-19,C247,Julia Hernandez,UK,P55,Sports,3,103.69,Credit Card,Cancelled
T83,2025-08-19,C90,Taylor Mccullough,UK,P38,Clothing,1,474.78,PayPal,Completed
T84,2025-10-05,C267,Mark White,DE,P127,Clothing,5,100.35,Debit Card,Returned
T85,2026-06-10,C225,Suzanne Davis,UK,P39,Sports,4,27.76,Debit Card,Completed
T86,2026-07-14,C176,Catherine Herrera,IN,P36,Books,5,144.21,Debit Card,Cancelled
T87,2025-09-13,C51,Amanda Adams,AU,P61,Home,5,143.11,PayPal,Returned
T88,2026-04-12,C284,Kevin Wolfe,UK,P33,Home,2,350.36,Debit Card,Completed
T89,2025-08-30,C264,Jeremy Martinez,US,P33,Clothing,1,345.88,UPI,Cancelled
T90,2025-12-08,C191,Micheal Reyes,US,P11,Books,4,146.14,PayPal,Cancelled
T91,2026-02-28,C74,Patrick Thomas,US,P175,Sports,2,102.3,UPI,Returned
T92,2026-06-23,C190,Valerie Johnson,IN,P139,Home,4,356.66,PayPal,Returned
T93,2025-12-13,C75,James Edwards,XYZ,P76,Clothing,1,203.9,Credit Card,Returned
T94,2026-06-02,C161,Melissa Pierce,AU,P153,Home,5,13.18,Debit Card,Returned
T95,2025-11-03,C133,Dr. Sean Adams II,IN,P75,Sports,2,288.84,Debit Card,Returned
T96,2025-10-26,C255,Elizabeth Ward,UK,P84,Books,5,116.67,UPI,Completed
T97,2026-05-16,C215,Collin James,AU,P24,Sports,4,39.81,UPI,Cancelled
T98,2026-09-13 20:56:05.517924,C241,Linda Marquez,AU,P132,Clothing,5,37.49,PayPal,Completed
T99,2026-06-27,C283,Donald Hernandez,AU,P48,Sports,5,485.72,PayPal,Completed
T100,2025-10-24,C94,John Armstrong,US,P19,Electronics,1,314.52,Debit Card,Cancelled
T101,2026-05-09,C87,Michelle Orozco,IN,P87,Electronics,4,200.98,Credit Card,Returned
T102,2025-08-30,C140,Patrick Cobb PhD,IN,P151,Sports,4,351.94,UPI,Completed
T103,2026-02-03,C152,Steven Tran,US,P135,Sports,3,217.53,PayPal,Completed
T104,2026-05-23,C238,Valerie King,CA,P43,Clothing,5,27.87,Credit Card,Returned
T105,2026-07-17,C114,Joyce Oliver,CA,P69,Books,4,453.47,UPI,Cancelled
T106,2025-09-04,C122,Kristina Maddox,FR,P171,Electronics,4,23.66,Debit Card,Cancelled
T107,2026-06-10,C266,Daniel Porter,DE,P193,Clothing,1,343.66,PayPal,Completed
T108,2025-10-30,C103,Debra Stanley,US,P66,Home,1,295.68,Credit Card,Returned
T109,2025-12-14,C194,Samuel Rhodes,UK,P45,Sports,4,226.63,Debit Card,Completed
T110,2025-12-22,C100,Patricia Thomas,IN,P91,Clothing,4,305.14,PayPal,Cancelled
T111,2026-04-01,C52,Jill Hamilton,DE,P152,Home,4,269.31,PayPal,Cancelled
T112,2026-06-02,C236,Angela Colon,US,P93,Clothing,2,301.61,Debit Card,Completed
T113,2025-11-19,C151,Amanda Reyes,UK,P88,Electronics,2,157.8,Debit Card,Cancelled
T1,2025-12-03,C66,Melissa Chaney,AU,P187,Home,3,185.68,Credit Card,Cancelled
T115,2026-05-05,C212,Lisa Jackson,AU,P182,Electronics,4,248.04,UPI,Completed
T116,2026-01-20,C164,Robin Edwards,CA,P97,Clothing,5,433.22,Debit Card,Returned
T117,2025-12-26,C286,Daniel Wolf,FR,P184,Electronics,3,271.09,Credit Card,Completed
T118,2025-08-31,C144,Priscilla Campbell,UK,P130,Clothing,5,439.83,UPI,Returned
T119,2026-03-21,C262,Barbara Ellis,FR,P3,Clothing,5,120.5,Debit Card,Cancelled
T120,2025-08-23,C282,Gabrielle Curry,IN,P145,Sports,4,157.67,Credit Card,Returned
T121,2025-12-24,C276,Stephanie Edwards,CA,P194,Books,2,191.97,Debit Card,Completed
T122,2025-09-15,C213,Steven Murray,CA,P6,Clothing,4,135.51,PayPal,Completed
T123,2026-02-22,C224,George Brown,CA,P178,Home,1,22.15,PayPal,Cancelled
T124,2025-12-11,C277,Sandra Pierce,AU,P174,Home,3,134.82,PayPal,Completed
T125,2025-11-10,C162,Mr. Justin Mcmahon,FR,P94,Electronics,3,360.41,UPI,Cancelled
T126,2025-12-14,C278,Kyle Jones,CA,P51,Sports,2,152.61,Debit Card,Completed
T127,2026-07-01,C213,Becky Jackson,DE,P142,Electronics,3,265.96,PayPal,Returned
T1,2025-11-23,C169,Erica Hood,US,P109,Books,4,292.29,Debit Card,Returned
T129,2025-11-08,C14,Victor Henderson,UK,P120,Home,1,457.68,Debit Card,Completed
T130,2025-11-12,C257,Charles Smith,FR,P138,Clothing,1,69.1,Credit Card,Completed
T131,2026-05-23,C87,Paula Schroeder,AU,P87,Books,4,338.38,PayPal,Completed
T132,2026-03-25,C122,Roberta Fox,CA,P166,Clothing,1,99.4,Credit Card,Returned
T133,2025-09-25,C122,Jose Chen,AU,P40,Books,5,462.16,Debit Card,Completed
T134,2025-09-09,C12,Kimberly Chambers,FR,P178,Electronics,3,30.28,UPI,Completed
T1,2025-12-31,C190,Patricia Gilbert,US,P78,Books,4,284.94,Credit Card,Returned
T136,2026-04-15,C250,Shannon Brooks,UK,P69,Clothing,5,318.05,Credit Card,Returned
T137,2026-05-14,C150,Amber Frost,DE,P136,Electronics,3,192.67,Credit Card,Completed
T138,2025-10-07,C163,Rodney Brock,CA,P194,Clothing,3,200.15,Debit Card,Returned
T139,2026-02-22,C270,Heidi Mitchell,IN,P142,Home,5,83.39,Credit Card,Cancelled
T140,2026-03-17,C262,Stanley Yates,AU,P136,Electronics,3,428.31,PayPal,Cancelled
T141,2026-06-23,C82,Ryan Navarro,IN,P105,Electronics,3,348.35,Credit Card,Completed
T142,2026-04-22,C210,Jasmine Flores,UK,P108,Electronics,2,481.89,Credit Card,Returned
T143,2026-03-11,C190,Charles Freeman Jr.,US,P1,Books,2,459.98,UPI,Returned
T144,2025-08-17,C126,Justin Ball,FR,P85,Home,4,345.05,PayPal,Completed
T145,2025-10-28,C65,Priscilla Charles,AU,P113,Home,4,81.72,UPI,Cancelled
T146,2026-05-12,C176,Tamara Smith,CA,P123,Home,4,361.07,Credit Card,Completed
T147,2025-11-21,C18,Kyle Johnson,US,P185,Home,3,478.49,Debit Card,Completed
T148,2026-04-17,C295,Joe Hale,UK,P61,Home,1,457.99,Debit Card,Completed
T149,2025-08-23,,Monica Bishop,IN,P187,Electronics,4,179.78,Debit Card,Cancelled
T150,2025-08-18,C222,Melinda Jones,FR,P178,Books,5,193.42,UPI,Returned
T151,2025-11-01,C290,Robert Lane,DE,P118,Electronics,4,265.75,Credit Card,Cancelled
T152,2026-08-09,C95,Charles Moyer,UK,P140,Books,2,205.33,UPI,Completed
T153,2025-12-27,C127,John Black,US,P75,Electronics,3,68.85,PayPal,Returned
T154,2026-03-15,C121,Laura Moran,FR,P106,Clothing,1,192.61,Debit Card,Returned
T155,2025-10-17,C227,Patricia Clark,US,P44,Home,3,454.92,Credit Card,Returned
T156,2025-09-16,C30,Barbara Miller,US,P30,Sports,1,114.82,Credit Card,Completed
T157,2025-12-17,C34,Margaret Nguyen,DE,P184,Electronics,3,297.01,PayPal,Cancelled
T158,2026-03-28,C64,Desiree Cole,CA,P105,Sports,1,146.04,Credit Card,Completed
T159,2026-05-27,C76,Robert Stark,FR,P192,Electronics,3,195.34,PayPal,Completed
T160,2026-07-15,C113,Kelly Holmes DDS,IN,P70,Books,3,461.9,UPI,Completed
T161,2025-11-07,C88,George Powell,UK,P131,Home,5,37.91,PayPal,Returned
T162,2026-01-21,C16,Toni Wyatt,AU,P95,Electronics,4,332.4,Credit Card,Cancelled
T163,2026-04-09,C172,Jean Powell,FR,P69,Clothing,1,224.23,UPI,Completed
T164,2025-11-08,C149,Kylie Shepard,UK,P96,Sports,1,300.08,PayPal,Returned
T165,2026-04-01,C47,Jesus Freeman,CA,P70,Home,4,201.69,PayPal,Returned
T166,2025-09-29,C142,Darren Francis,DE,P200,Home,1,29.27,PayPal,Returned
T167,2026-01-16,C291,Curtis Krueger,IN,P38,Electronics,4,145.32,Debit Card,Cancelled
T168,2026-02-17,C217,Marcus Johnson,US,P48,Home,-3,290.98,Debit Card,Returned
T169,2026-02-19,C185,Michael Cobb,UK,P95,Books,5,117.56,Debit Card,Completed
T170,2026-01-11,C277,Maurice Elliott,UK,P29,Home,1,120.09,Credit Card,Returned
T171,2025-09-17,C201,Sarah Scott,CA,P134,Books,5,423.86,PayPal,Completed
T172,2025-09-29,C175,Debra Goodman,DE,P189,Electronics,1,384.59,Debit Card,Returned
T173,2026-03-28,C293,Jonathon Leon,AU,P163,Home,4,83.39,UPI,Cancelled
T174,2026-05-23,C169,Zachary Lewis,FR,P145,Electronics,1,114.22,UPI,Cancelled
T175,2025-09-29,C146,Jason Nguyen,IN,P161,Clothing,3,238.65,Credit Card,Completed
T176,2026-02-01,C267,Pamela Gonzales,AU,P35,Home,3,193.53,PayPal,Cancelled
T177,2025-10-27,C93,Maria George,IN,P5,Clothing,3,419.26,PayPal,Completed
T178,2026-03-21,C64,Glenn Bennett,DE,P119,Electronics,1,357.11,PayPal,Cancelled
T179,2025-11-02,C189,Andrea Lang,UK,P35,Electronics,4,252.62,UPI,Completed
T180,2026-04-12,C49,Gregory Hanna,CA,P108,Clothing,1,364.29,Credit Card,Returned
T181,2026-04-06,C173,James Chapman,IN,P79,Sports,1,431.24,PayPal,Cancelled
T182,2026-02-05,C195,Andrew Henry,CA,P87,Home,1,33.74,PayPal,Returned
T183,2025-11-07,C221,Tim Campbell,UK,P162,Home,3,90.94,UPI,Completed
T184,2025-09-01,C181,Michelle Robinson,UK,P29,Sports,4,437.83,Credit Card,Completed
T185,2026-01-09,C217,Matthew Jordan MD,IN,P114,Sports,2,257.13,Debit Card,Completed
T186,2026-01-26,C184,Julia Cooper,AU,P36,Books,4,141.15,Credit Card,Cancelled
T187,2026-03-19,C89,Bradley Rodriguez,AU,P73,Electronics,5,171.77,UPI,Returned
T188,2025-09-29,C200,Jenny Johnson,IN,P108,Home,1,387.74,PayPal,Returned
T189,2025-12-19,C58,Tammy Williams,US,P9,Clothing,4,57.66,Debit Card,Returned
T190,2025-10-22,C156,Carrie Alvarado,IN,P99,Home,4,117.15,Credit Card,Returned
T191,2025-12-07,C169,Michelle Adkins,AU,P37,Books,3,77.97,UPI,Completed
T192,2025-12-07,C283,Kathleen Gordon,US,P103,Home,5,177.37,UPI,Returned
T193,2025-10-20,C75,Frederick Johnson,UK,P165,Electronics,4,166.96,Credit Card,Cancelled
T194,2025-10-22,C215,Jeffery Davis,CA,P94,Sports,3,47.0,Credit Card,Completed
T195,2026-05-23,C236,Mark Holmes,AU,P168,Clothing,5,26.27,UPI,Completed
T196,2025-12-30,C156,Steven Miller,US,P47,Books,4,76.94,Debit Card,Completed
T197,2025-12-13,C44,John Dunlap,CA,P110,Books,4,375.63,Credit Card,Returned
T198,2025-11-23,C176,Leah Brewer,CA,P22,Clothing,3,58.72,Credit Card,Completed
T199,2026-04-23,C163,Jody Brooks,UK,P149,Electronics,3,102.3,Debit Card,Returned
T200,2026-07-24,C192,Olivia Stewart,IN,P128,Books,3,13.84,Debit Card,Returned
T201,2025-12-09,,Jeffrey Campbell,UK,P179,Clothing,4,175.97,Credit Card,Cancelled
T202,2025-09-04,C207,Kyle Anthony,US,P1,Home,4,98.48,PayPal,Cancelled
T203,2025-10-17,C24,Kevin Klein,DE,P156,Home,3,19.11,Credit Card,Cancelled
T204,2026-02-13,C8,Kirk Brown,US,P172,Home,1,443.89,Debit Card,Cancelled
T205,2026-01-16,C264,Alexander Butler,FR,P97,Books,1,409.96,UPI,Cancelled
T206,2025-11-11,C216,Elizabeth Reynolds,CA,P118,Home,3,460.53,PayPal,Completed
T207,2026-05-23,,Grant Mayer,UK,P135,Sports,2,363.59,Credit Card,Returned
T208,2025-08-27,C99,Rhonda Howard,US,P195,Electronics,4,206.97,Debit Card,Returned
T209,2025-09-06,C46,Michael Robertson,CA,P6,Home,2,365.04,PayPal,Cancelled
T210,2025-11-13,C83,Evan Maynard,UK,P72,Books,4,218.12,Debit Card,Returned
T211,2025-09-08,C34,Laura Watts,AU,P59,Home,2,413.13,PayPal,Cancelled
T212,2025-11-06,C101,Michael Williams,UK,P70,Electronics,4,488.21,UPI,Returned
T213,2025-10-27,C146,Justin Austin,FR,P104,Clothing,5,70.12,Credit Card,Cancelled
T214,2026-08-05,C258,Michael Tate,CA,P91,Electronics,2,174.7,Debit Card,Returned
T215,2026-01-17,C89,Karl Kane,AU,P28,Electronics,4,378.64,Debit Card,Returned
T216,2026-04-26,C135,Donald Lewis,AU,P94,Home,1,84.83,Credit Card,Completed
T217,2025-12-07,C33,Sarah Lane,US,P22,Home,4,74.77,UPI,Cancelled
T218,2026-06-18,C183,Antonio Foster,IN,P130,Books,2,399.05,UPI,Returned
T219,2026-05-06,C193,Denise Wade,AU,P24,Books,4,244.6,Debit Card,Completed
T220,2026-01-28,C6,Richard Obrien,FR,P175,Sports,3,152.89,PayPal,Returned
T221,2025-11-28,C293,Christina Wagner,IN,P82,Electronics,1,382.48,Credit Card,Completed
T222,2025-12-20,C133,Alyssa Hansen,DE,P56,Sports,5,320.93,Debit Card,Cancelled
T223,2026-04-22,C240,Heather Melton,CA,P34,Clothing,4,171.81,UPI,Completed
T224,2026-02-03,C169,Shelby Bauer,IN,P103,Clothing,2,399.24,Credit Card,Completed
T225,2026-02-26,C93,Debbie Sharp,AU,P33,Sports,3,434.2,Credit Card,Cancelled
T226,2026-06-02,C167,Edward Taylor,IN,P82,Sports,1,410.61,PayPal,Returned
T227,2026-07-13,C173,Joseph Howard,US,P184,Books,1,28.28,PayPal,Returned
T228,2026-03-09,C193,Steven Jackson,CA,P43,Sports,1,441.52,UPI,Completed
T229,2025-11-04,C227,James Olson,CA,P199,Electronics,3,449.72,Debit Card,Completed
T230,2026-05-13,C203,Adrian Tapia,DE,P103,Clothing,5,217.71,PayPal,Completed
T231,2026-07-07,C153,Ashley Mcguire,CA,P169,Clothing,3,262.94,Debit Card,Cancelled
T232,2026-06-17,C120,Gregory Villanueva,DE,P64,Home,3,461.7,Debit Card,Completed
T233,2025-12-18,C201,Dennis Rodriguez,US,P98,Sports,4,270.87,PayPal,Completed
T234,2025-11-08,C101,Eric Gonzalez,CA,P50,Sports,3,253.89,Credit Card,Returned
T235,2026-06-12,C18,Lori Bryant,AU,P186,Clothing,3,293.56,Debit Card,Completed
T236,2026-07-03,C77,Scott Hayes,FR,P195,Clothing,2,490.28,UPI,Completed
T237,2025-10-27,C282,Kelly Perry,FR,P15,Electronics,4,490.39,Credit Card,Completed
T238,2025-11-11,C57,John Copeland,FR,P129,Sports,4,453.04,Debit Card,Cancelled
T239,2026-04-07,C9,Amanda Glover,DE,P4,Sports,4,256.49,UPI,Cancelled
T240,2026-07-26,C244,Justin Nelson,IN,P18,Sports,1,427.52,Credit Card,Completed
T241,2025-10-21,C30,Thomas Mcneil,CA,P14,Clothing,2,22.64,UPI,Returned
T242,2025-12-22,C120,Nancy Carr,IN,P35,Sports,1,421.72,Credit Card,Completed
T243,2026-04-13,C114,Stephanie Padilla,US,P45,Electronics,4,259.54,Credit Card,Completed
T244,2025-11-10,,Deanna Stone,DE,P89,Electronics,1,315.96,PayPal,Completed
T245,2025-10-18,C136,Paige Berg,IN,P40,Electronics,5,215.76,UPI,Completed
T246,2025-11-24,C196,James Hoffman,DE,P109,Home,2,323.59,PayPal,Returned
T247,2025-08-25,C8,Beth Doyle,CA,P185,Home,1,298.2,Debit Card,Returned
T248,2026-04-06,C39,April Blackwell,DE,P168,Books,4,205.18,PayPal,Returned
T249,2026-05-07,C4,Jennifer Gonzalez,US,P104,Clothing,5,236.83,Debit Card,Completed
T250,2025-09-26,C273,Patrick Smith,CA,P173,Clothing,1,140.98,UPI,Completed
T251,2026-07-02,C256,Tiffany Moore,FR,P4,Books,2,290.29,PayPal,Cancelled
T252,2025-08-30,C146,Brittany Thomas,IN,P190,Electronics,2,253.22,PayPal,Returned
T253,2025-08-18,C64,Victoria Russell,AU,P95,Books,4,366.58,Credit Card,Cancelled
T254,2025-12-29,C259,Vanessa Hale,DE,P12,Books,4,216.49,Credit Card,Cancelled
T255,2025-11-05,C291,Christopher Powers,DE,P80,Clothing,5,260.36,PayPal,Cancelled
T256,2025-08-17,C194,Edward Madden,FR,P162,Home,4,256.79,PayPal,Cancelled
T257,2026-03-29,C205,Christine Newman,FR,P80,Electronics,4,221.17,PayPal,Completed
T258,2026-03-30,C213,Cheryl Rogers,FR,P13,Clothing,5,166.11,PayPal,Returned
T259,2025-12-14,C117,Bryan West,DE,P199,Clothing,3,110.55,UPI,Completed
T260,2025-10-01,C103,Erin Miller,DE,P186,Electronics,2,278.35,PayPal,Cancelled
T261,2026-04-19,C215,Courtney Estrada,DE,P69,Sports,1,273.22,Credit Card,Completed
T262,2026-09-13 20:56:05.517924,C151,Scott Benson,FR,P44,Books,3,209.32,PayPal,Cancelled
T263,2025-12-06,C265,Ms. Ruth Mercado,UK,P53,Clothing,1,123.57,UPI,Returned
T264,2026-04-21,C94,Jose Richmond,UK,P101,Electronics,4,208.7,Debit Card,Returned
T265,2025-11-04,C81,Christian Sheppard,AU,P64,Electronics,1,262.97,PayPal,Cancelled
T266,2026-05-01,C156,Daniel Anderson,UK,P59,Sports,3,215.93,PayPal,Completed
T267,2026-04-15,C224,Diane Cobb,AU,P51,Home,5,499.19,Debit Card,Returned
T268,2025-11-25,C76,Ronnie Hobbs,UK,P137,Books,4,286.74,UPI,Returned
T269,2025-12-13,C142,Richard Hayes,IN,P150,Home,3,492.77,PayPal,Completed
T270,2026-02-20,C205,Jessica Young,CA,P128,Sports,4,289.66,Debit Card,Cancelled
T271,2026-04-16,C171,Bruce Harrison,US,P170,Sports,1,136.64,Credit Card,Returned
T272,2025-12-19,C154,Alice Knight,DE,P36,Electronics,2,403.07,PayPal,Returned
T273,2025-10-05,C70,Christopher Mann,DE,P79,Electronics,3,275.43,Debit Card,Cancelled
T274,2026-06-03,C51,Scott Richardson,AU,P111,Electronics,5,103.33,UPI,Returned
T275,2026-08-02,C180,James Ellis DDS,AU,P74,Electronics,2,328.0,UPI,Returned
T276,2025-11-16,C216,Raymond Ruiz,AU,P30,Electronics,4,403.29,PayPal,Cancelled
T277,2025-12-18,C248,Timothy Burke,US,P7,Home,5,129.57,Credit Card,Completed
T278,2025-11-22,C294,Daniel Ross,DE,P20,Clothing,2,94.78,UPI,Returned
T279,2026-09-13 20:56:05.517924,C161,Anne Garcia,FR,P47,Home,5,92.44,UPI,Returned
T280,2025-12-26,C289,Douglas Jones,CA,P70,Books,2,395.53,UPI,Returned
T281,2025-12-31,C126,Cheryl Haas,US,P31,Home,3,487.33,PayPal,Completed
T282,2025-10-20,C93,Pamela Shaw,DE,P60,Books,5,24.09,Debit Card,Returned
T283,2026-03-18,C74,Dr. Jessica Wilson MD,FR,P186,Books,4,413.71,UPI,Cancelled
T284,2025-08-13,C121,Crystal Mills,CA,P150,Sports,2,475.88,UPI,Returned
T285,2025-11-03,C171,Krystal Robinson,DE,P196,Sports,4,30.93,UPI,Completed
T286,2026-03-08,,Crystal Herring,AU,P168,Electronics,2,382.81,PayPal,Returned
T287,2026-01-05,C211,Dr. Shawn Gardner,AU,P71,Sports,2,436.14,Credit Card,Cancelled
T288,2025-11-07,C130,Erika Bullock,FR,P31,Sports,1,253.57,Debit Card,Returned
T289,2026-01-15,C251,Steven Sanders,CA,P34,Books,3,65.75,PayPal,Completed
T290,2026-02-15,C234,Cindy Coleman,FR,P133,Home,3,32.65,Credit Card,Cancelled
T291,2026-02-27,C154,Holly Garcia,UK,P148,Clothing,4,384.85,UPI,Completed
T292,2025-09-25,C172,Mark Fernandez,UK,P135,Clothing,5,267.28,Credit Card,Returned
T293,2026-01-23,C247,Paul Vargas,CA,P19,Clothing,2,35.47,UPI,Completed
